id	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	vernacularName
33194.0	33194.0	33194.0	9396.0	Hygrocybe cantharellus	Fungi	Basidiomycota	Basidiomycetes	Agaricales	Hygrophoraceae	Hygrocybe		cantharellus		species	
19914.0	19914.0	19914.0	6923.0	Guatteria elegantissima	Plantae	Magnoliophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria		elegantissima		species	
22764.0	22764.0	22764.0	7641.0	Croton xalapensis	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Croton		xalapensis		species	Targuá.
16312.0	16312.0	16312.0	5365.0	Macrosoma conifera	Animalia	Arthropoda	Insecta	Lepidoptera	Hedylidae	Macrosoma		conifera		species	
62875.0	62875.0	62875.0	4901.0	Polycyrtus melanoleucus	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Polycyrtus		melanoleucus		species	Avispa
52296.0	52296.0	52296.0	52295.0	Xiphocolaptes promeropirhynchus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphocolaptes		promeropirhynchus		species	Trepador gigante
52456.0	52456.0	52456.0	52455.0	Progne subis	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Progne		subis		species	Golondrón, martín purpúreo
52397.0	52397.0	52397.0	51827.0	Myiodynastes hemichrysus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiodynastes		hemichrysus		species	Pecho amarillo, mosquero ventridorado
52895.0	52895.0	52895.0	52894.0	Rhinobothryum bovallii	Animalia	Chordata	Reptilia	Squamata	Colubridae	Rhinobothryum		bovallii		species	Coral falsa, cabeza de tortuga</BR> Inglés: Northern ringed snake
21648.0	21648.0	21648.0	7367.0	Morisonia americana	Plantae	Magnoliophyta	Magnoliopsida	Capparidales	Capparaceae	Morisonia		americana		species	Tamalcahua
14177.0	14177.0	14177.0	5080.0	Dichotomius yucatanus	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Dichotomius		yucatanus		species	Ruedacaca, caquero, escarabajo, abejón.
52901.0	52901.0	52901.0	52900.0	Sibon annulatus	Animalia	Chordata	Reptilia	Squamata	Dipsadidae	Sibon		annulatus		species	Come caracoles, caracolera de anillos rojos</BR> Inglés: Red-ringed snaileater
15439.0	15439.0	15439.0	5305.0	Umbonia ataliba	Animalia	Arthropoda	Insecta	Hemiptera	Membracidae	Umbonia		ataliba		species	Bicho espino
52924.0	52924.0	52924.0	52923.0	Trimetopon gracile	Animalia	Chordata	Reptilia	Squamata	Dipsadidae	Trimetopon		gracile		species	Culebra enana costarricense</BR> Inglés: Costa Rican pygmy snake
53666.0	53666.0	53666.0	52852.0	Coccyzus americanus	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus		americanus		species	Cuclillo piquigualdo
53168.0	53168.0	53168.0	53166.0	Micrurus clarki	Animalia	Chordata	Reptilia	Squamata	Elapidae	Micrurus		clarki		species	Coral venenosa, corall de labios manchados</BR> Inglés: Clark´s Coralsnake
21385.0	21385.0	21385.0	7315.0	Tillandsia filifolia	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Tillandsia		filifolia		species	
27876.0	27876.0	27876.0	8805.0	Pityrogramma ferruginea	Plantae	Pteridophyta	Pteropsida	Filicales	Pteridaceae	Pityrogramma		ferruginea		species	
22272.0	22272.0	22272.0	7529.0	Eleocharis schaffneri	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Eleocharis		schaffneri		species	
21776.0	21776.0	21776.0	7418.0	Clethra gelida	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Clethraceae	Clethra		gelida		species	
62049.0	62049.0	62049.0	9721.0	Aleuria aurantia	Fungi	Ascomycota	Discomycetes	Pezizales	Otideaceae	Aleuria		aurantia		species	
22223.0	22223.0	22223.0	7527.0	Cyperus giganteus	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Cyperus		giganteus		species	
23734.0	23734.0	23734.0	7865.0	Drymonia conchocalyx	Plantae	Magnoliophyta	Magnoliopsida	Scrophulariales	Gesneriaceae	Drymonia		conchocalyx		species	
27914.0	27914.0	27914.0	8822.0	Ranunculus geranioides	Plantae	Magnoliophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus		geranioides		species	
53714.0	53714.0	53714.0	53230.0	Oedipina gracilis	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Oedipina		gracilis		species	Salamandra
53635.0	53635.0	53635.0	52653.0	Thraupis palmarum	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Thraupis		palmarum		species	Viuda de palmera, tangara palmera
54555.0	54555.0	54555.0	3541.0	Theope eupolis	Animalia	Arthropoda	Insecta	Lepidoptera	Riodinidae	Theope		eupolis		species	
51902.0	51902.0	51902.0	51901.0	Pelecanus occidentalis	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus		occidentalis		species	Alcatraz, buchón, pelícano pardo
22568.0	22568.0	22568.0	7593.0	Sloanea zuliaensis	Plantae	Magnoliophyta	Magnoliopsida	Malvales	Elaeocarpaceae	Sloanea		zuliaensis		species	
59948.0	59948.0	59948.0	59273.0	Rimelia reticulata	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Rimelia		reticulata		species	Liquen.
23910.0	23910.0	23910.0	7900.0	Escallonia myrtilloides	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Grossulariaceae	Escallonia		myrtilloides		species	Cipresillo.
19861.0	19861.0	19861.0	6902.0	Anacardium occidentale	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium		occidentale		species	Marañon.
53639.0	53639.0	53639.0	52671.0	Tachyphonus rufus	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tachyphonus		rufus		species	Fraile, tangara forriblanca
52253.0	52253.0	52253.0	52251.0	Selasphorus flammula	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus		flammula		species	Chispitas, colibrí mosca, chispita volcanera
27957.0	27957.0	27957.0	8839.0	Eriobotrya japonica	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Rosaceae	Eriobotrya		japonica		species	Níspero.
21281.0	21281.0	21281.0	7300.0	Aechmea tillandsioides	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Aechmea		tillandsioides		species	Piñuela, epífita, parásita.
20693.0	20693.0	20693.0	7103.0	Eclipta prostrata	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Eclipta		prostrata		species	
53519.0	53519.0	53519.0	51603.0	Zygodontomys brevicauda	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Zygodontomys		brevicauda		species	Ratón o rata de monte
60937.0	60937.0	60937.0	59218.0	Coccocarpia stellata	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Coccocarpiaceae	Coccocarpia		stellata		species	Liquen
28513.0	28513.0	28513.0	8966.0	Paullinia pinnata	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Sapindaceae	Paullinia		pinnata		species	
55558.0	55558.0	55558.0	11102.0	Agra monteverde	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agra		monteverde		species	
25352.0	25352.0	25352.0	8279.0	Hyperbaena tonduzii	Plantae	Magnoliophyta	Magnoliopsida	Ranunculales	Menispermaceae	Hyperbaena		tonduzii		species	
26166.0	26166.0	26166.0	8460.0	Leochilus labiatus	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Leochilus		labiatus		species	Orquídea, parásita.
16695.0	16695.0	16695.0	5622.0	Hadrosticta viridiflua	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Hadrosticta		viridiflua		species	Escarabajo de las frutas.
55556.0	55556.0	55556.0	11102.0	Agra katewinsletae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agra		katewinsletae		species	Kate's Agra
53098.0	53098.0	53098.0	66531.0	Craugastor noblei	Animalia	Chordata	Amphibia	Anura	Craugastoridae	Craugastor		noblei		species	Ranita, sapito
13768.0	13768.0	13768.0	4141.0	Pantherodes unciaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Pantherodes		unciaria		species	Geométrido, polillas, mariposa nocturna, gusanos medidores.
23435.0	23435.0	23435.0	7779.0	Ormosia paraensis	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Pap.	Ormosia		paraensis		species	
53161.0	53161.0	53161.0	53160.0	Nothopsis rugosus	Animalia	Chordata	Reptilia	Squamata	Dipsadidae	Nothopsis		rugosus		species	Ranera, culebra granosa</BR> Inglés: Pebble snake
36950.0	36950.0	36950.0	8201.0	Malvaviscus achanioides	Plantae	Magnoliophyta	Magnoliopsida	Malvales	Malvaceae	Malvaviscus		achanioides		species	
19312.0	19312.0	19312.0	6669.0	Bulimulus corneus	Animalia	Mollusca	Gastropoda	Stylommatophora	Orthalicidae	Bulimulus		corneus		species	Caracol terrestre
52427.0	52427.0	52427.0	52426.0	Myiornis atricapillus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiornis		atricapillus		species	Mosquerito colicorto
62879.0	62879.0	62879.0	4901.0	Polycyrtus pallidibalteatus	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Polycyrtus		pallidibalteatus		species	Avispa
53566.0	53566.0	53566.0	51842.0	Pteroglossus frantzii	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Pteroglossus		frantzii		species	Cusingo, filí, tucán, tucancillo, tucancillo piquianaranjado
25491.0	25491.0	25491.0	8318.0	Otoba novogranatensis	Plantae	Magnoliophyta	Magnoliopsida	Magnoliales	Myristicaceae	Otoba		novogranatensis		species	<I>Bogamaní</I>, <I>bola de oro</I>, <I>campano</I>, <I>escobo negro</I>, <I>fruta dorada</I>, <I>hoja dorada</I>, <I>sebo</I>.
28426.0	28426.0	28426.0	8944.0	Ravenia rosea	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Rutaceae	Ravenia		rosea		species	
22231.0	22231.0	22231.0	7527.0	Cyperus iria	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Cyperus		iria		species	
12712.0	12712.0	12712.0	3378.0	Cissia labe	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Cissia		labe		species	
25357.0	25357.0	25357.0	8282.0	Metaxya rostrata	Plantae	Pteridophyta	Pteropsida	Filicales	Metaxyaceae	Metaxya		rostrata		species	
24914.0	24914.0	24914.0	8210.0	Wercklea woodsonii	Plantae	Magnoliophyta	Magnoliopsida	Malvales	Malvaceae	Wercklea		woodsonii		species	Burío espinoso.
25524.0	25524.0	25524.0	8320.0	Ardisia pittieri	Plantae	Magnoliophyta	Magnoliopsida	Primulales	Myrsinaceae	Ardisia		pittieri		species	Uva de montaña.
53550.0	53550.0	53550.0	52107.0	Mesembrinibis cayennensis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Mesembrinibis		cayennensis		species	Coco negro, ibis verde
16980.0	16980.0	16980.0	5855.0	Leucotabanus exaestuans	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Leucotabanus		exaestuans		species	Tabanos
53089.0	53089.0	53089.0	66531.0	Craugastor escoces	Animalia	Chordata	Amphibia	Anura	Craugastoridae	Craugastor		escoces		species	Ranita, sapito
39145.0	39145.0	39145.0	7746.0	Dalbergia tilarana	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Pap.	Dalbergia		tilarana		species	
20883.0	20883.0	20883.0	7183.0	Sclerocarpus divaricatus	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Sclerocarpus		divaricatus		species	
20001.0	20001.0	20001.0	6965.0	Fernaldia pandurata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Fernaldia		pandurata		species	Loroco.
51882.0	51882.0	51882.0	51835.0	Tyrannus forficatus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus		forficatus		species	Tijerilla, tijerillo, tijereta rosada
53247.0	53247.0	53247.0	71103.0	Rhaebo haematiticus	Animalia	Chordata	Amphibia	Anura	Bufonidae	Rhaebo		haematiticus		species	sapo
30048.0	30048.0	30048.0	9337.0	Opisthacanthus valerioi	Animalia	Arthropoda	Arachnida	Scorpiones	Hormuridae	Opisthacanthus		valerioi		species	Alacrán<br> Escorpión<br>
48871.0	48871.0	48871.0	48518.0	Lasiosphaeriella pseudo-bombarda	Fungi	Ascomycota	Pyrenomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeriella		pseudo-bombarda		species	
21922.0	21922.0	21922.0	7459.0	Ipomoea alba	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea		alba		species	
52116.0	52116.0	52116.0	51798.0	Colinus cristatus	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus		cristatus		species	Codorniz crestada
52134.0	52134.0	52134.0	52133.0	Pluvialis squatarola	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis		squatarola		species	Avefría, chorlito gris
51399.0	51399.0	51399.0	51397.0	Pteronotus gymnonotus	Animalia	Chordata	Mammalia	Chiroptera	Mormoopidae	Pteronotus		gymnonotus		species	murciélago
51747.0	51747.0	51747.0	51746.0	Chlorostilbon canivetii	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Chlorostilbon		canivetii		species	Colibrí, gorrión, esmeralda rabihorcada
28483.0	28483.0	28483.0	8960.0	Dodonaea viscosa	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Sapindaceae	Dodonaea		viscosa		species	
31850.0	31850.0	31850.0	8966.0	Paullinia ingaefolia	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Sapindaceae	Paullinia		ingaefolia		species	
24321.0	24321.0	24321.0	8034.0	Ocotea helicterifolia	Plantae	Magnoliophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea		helicterifolia		species	Aguacatillo.
22848.0	22848.0	22848.0	7667.0	Sapium laurifolium	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Sapium		laurifolium		species	Yos.
21338.0	21338.0	21338.0	7309.0	Mezobromelia pleiosticha	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Mezobromelia		pleiosticha		species	
51877.0	51877.0	51877.0	51876.0	Claravis pretiosa	Animalia	Chordata	Aves	Columbiformes	Columbidae	Claravis		pretiosa		species	Cocoha, tortolita azulada
27856.0	27856.0	27856.0	8799.0	Jamesonia scammanae	Plantae	Pteridophyta	Pteropsida	Filicales	Pteridaceae	Jamesonia		scammanae		species	
22635.0	22635.0	22635.0	7613.0	Themistoclesia pentandra	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Themistoclesia		pentandra		species	
19979.0	19979.0	19979.0	6953.0	Ottoa oenanthoides	Plantae	Magnoliophyta	Magnoliopsida	Apiales	Apiaceae	Ottoa		oenanthoides		species	Cebolleta, cebolla de montaña.
22628.0	22628.0	22628.0	7611.0	Satyria warszewiczii	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Ericaceae	Satyria		warszewiczii		species	Colmillo.
20039.0	20039.0	20039.0	6979.0	Rauvolfia viridis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia		viridis		species	
25318.0	25318.0	25318.0	8269.0	Ruagea insignis	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Meliaceae	Ruagea		insignis		species	Caoba, cedro cóbano
53498.0	53498.0	53498.0	16968.0	Tabanus occidentalis var. modestus	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Tabanus		occidentalis	modestus	variety	Tabanos
53748.0	53748.0	53748.0	53420.0	Rynchops niger	Animalia	Chordata	Aves	Charadriiformes	Laridae	Rynchops		niger		species	Rayador negro
30449.0	30449.0	30449.0	9376.0	Armillaria puiggarii	Fungi	Basidiomycota	Basidiomycetes	Agaricales	Tricholomataceae	Armillaria		puiggarii		species	
23060.0	23060.0	23060.0	7708.0	Inga jefensis	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Mim.	Inga		jefensis		species	Guaba.
56667.0	56667.0	56667.0	5164.0	Typophorus nigritus	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Typophorus		nigritus		species	
20662.0	20662.0	20662.0	7091.0	Clibadium glomeratum	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Clibadium		glomeratum		species	
71149.0	71149.0	71149.0	7779.0	Ormosia intermedia	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Pap.	Ormosia		intermedia		species	
21630.0	21630.0	21630.0	7363.0	Capparis pachaca	Plantae	Magnoliophyta	Magnoliopsida	Capparidales	Capparaceae	Capparis		pachaca		species	
54589.0	54589.0	54589.0	3383.0	Cyllopsis rogersi	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Cyllopsis		rogersi		species	
53227.0	53227.0	53227.0	53226.0	Nototriton guanacaste	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Nototriton		guanacaste		species	Salamandra
21057.0	21057.0	21057.0	7229.0	Amphitecna isthmica	Plantae	Magnoliophyta	Magnoliopsida	Scrophulariales	Bignoniaceae	Amphitecna		isthmica		species	
66135.0	66135.0	66135.0	9054.0	Lycianthes pauciflora	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Solanaceae	Lycianthes		pauciflora		species	
23061.0	23061.0	23061.0	7708.0	Inga jimenezii	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Mim.	Inga		jimenezii		species	Guaba.
23750.0	23750.0	23750.0	7865.0	Drymonia turrialvae	Plantae	Magnoliophyta	Magnoliopsida	Scrophulariales	Gesneriaceae	Drymonia		turrialvae		species	
52161.0	52161.0	52161.0	79677.0	Psittacara finschi	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacara		finschi		species	Cotorra, perico de palmera, perico frentirrojo
51413.0	51413.0	51413.0	51411.0	Glyphonycteris daviesi	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Glyphonycteris		daviesi		species	Murciélago
22128.0	22128.0	22128.0	7507.0	Cyathea trichiata	Plantae	Pteridophyta	Pteropsida	Filicales	Cyatheaceae	Cyathea		trichiata		species	Rabo de mico, helecho arborescente.
21782.0	21782.0	21782.0	7419.0	Calophyllum longifolium-Mal aplicado	Plantae	Magnoliophyta	Magnoliopsida	Theales	Clusiaceae	Calophyllum		longifolium-mal		species	
21940.0	21940.0	21940.0	7459.0	Ipomoea lindenii	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea		lindenii		species	
25916.0	25916.0	25916.0	8435.0	Elleanthus stolonifer	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Elleanthus		stolonifer		species	
22288.0	22288.0	22288.0	7534.0	Kyllinga pumila	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Kyllinga		pumila		species	
13765.0	13765.0	13765.0	4139.0	Oxydia trychiata	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Oxydia		trychiata		species	Geométridos, polillas, mariposas nocturnas, gusanos medidores.
52220.0	52220.0	52220.0	52217.0	Lophornis delattrei	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Lophornis		delattrei		species	Colibrí, gorrión, coqueta crestirrojiza
28206.0	28206.0	28206.0	8908.0	Palicourea vestita	Plantae	Magnoliophyta	Magnoliopsida	Rubiales	Rubiaceae	Palicourea		vestita		species	
42507.0	42507.0	42507.0	9575.0	Leotia lubrica	Fungi	Ascomycota	Discomycetes	Leotiales	Leotiaceae	Leotia		lubrica		species	
23135.0	23135.0	23135.0	7717.0	Pithecellobium johansenii	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Mim.	Pithecellobium		johansenii		species	
53110.0	53110.0	53110.0	53107.0	Leptodactylus melanonotus	Animalia	Chordata	Amphibia	Anura	Leptodactylidae	Leptodactylus		melanonotus		species	Rana, sapo
51982.0	51982.0	51982.0	51981.0	Fregata magnificens	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata		magnificens		species	Tijereta de mar, zopilote de mar, rabihorcado magno
18274.0	18274.0	18274.0	6294.0	Pityeja histrionaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Pityeja		histrionaria		species	Geométridos, polillas, mariposas nocturnas, gusanos medidores.
51679.0	51679.0	51679.0	51513.0	Cynomops planirostris	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Cynomops		planirostris		species	Murciélago
53712.0	53712.0	53712.0	53230.0	Oedipina alleni	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Oedipina		alleni		species	Salamandra
25469.0	25469.0	25469.0	8308.0	Poulsenia armata	Plantae	Magnoliophyta	Magnoliopsida	Urticales	Moraceae	Poulsenia		armata		species	Calugo, Mastate.
30463.0	30463.0	30463.0	8152.0	Lophosoria quesadae	Plantae	Pteridophyta	Pteropsida	Filicales	Lophosoriaceae	Lophosoria		quesadae		species	
20890.0	20890.0	20890.0	7184.0	Senecio chenopodioides	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Senecio		chenopodioides		species	
53473.0	53473.0	53473.0	53467.0	Saltator grossus	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Saltator		grossus		species	Picogrueso piquirrojo
12772.0	12772.0	12772.0	3397.0	Epiphile adrasta	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Epiphile		adrasta		species	
20002.0	20002.0	20002.0	6966.0	Forsteronia monteverdensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Forsteronia		monteverdensis		species	
32544.0	32544.0	32544.0	9375.0	Amanita muscaria	Fungi	Basidiomycota	Basidiomycetes	Agaricales	Amanitaceae	Amanita		muscaria		species	
56435.0	56435.0	56435.0	66531.0	Craugastor obesus	Animalia	Chordata	Amphibia	Anura	Craugastoridae	Craugastor		obesus		species	Ranita, sapito
32596.0	32596.0	32596.0	3374.0	Catonephele mexicana	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Catonephele		mexicana		species	
71247.0	71247.0	71247.0	3506.0	Catocyclotis adelina	Animalia	Arthropoda	Insecta	Lepidoptera	Riodinidae	Catocyclotis		adelina		species	
53485.0	53485.0	53485.0	53226.0	Nototriton gamezi	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Nototriton		gamezi		species	Salamandra
21360.0	21360.0	21360.0	7313.0	Racinaea adpressa	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Racinaea		adpressa		species	Piñuela, epífita, parásita.
4697.0	4697.0	4697.0	2648.0	Amastris	Animalia	Arthropoda	Insecta	Hemiptera	Membracidae	Amastris				genus	Espinitas, toritos.
48775.0	48775.0	48775.0	48495.0	Werauhia notata	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Werauhia		notata		species	Piñuela, epífita, parásita.
53347.0	53347.0	53347.0	53346.0	Zalophus californianus	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Zalophus		californianus		species	León marino, lobo marino. Con frecuencia se le llama, erróneamente, foca (Pinnipedia:Phocidae).
48837.0	48837.0	48837.0	48543.0	Melanochaeta hemipsila	Fungi	Ascomycota	Pyrenomycetes	Sordariales	Chaetosphaeriaceae	Melanochaeta		hemipsila		species	
35824.0	35824.0	35824.0	6730.0	Cyclinella producta	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Cyclinella		producta		species	
52607.0	52607.0	52607.0	52609.0	Molothrus oryzivorus	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		oryzivorus		species	Vaquero grande
13831.0	13831.0	13831.0	4153.0	Phrygionis privignaria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Phrygionis		privignaria		species	Geométridos, polillas, mariposas nocturnas, gusanos medidores.
25160.0	25160.0	25160.0	8250.0	Miconia biperulifera	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		biperulifera		species	
22742.0	22742.0	22742.0	7641.0	Croton lanjouwensis	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Croton		lanjouwensis		species	Colpachí.
51669.0	51669.0	51669.0	51668.0	Mazama temama	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Mazama		temama		species	Cabro de monte.
27888.0	27888.0	27888.0	8806.0	Pteris plumula	Plantae	Pteridophyta	Pteropsida	Filicales	Pteridaceae	Pteris		plumula		species	
60293.0	60293.0	60293.0	59221.0	Leptogium burgessii	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Collemataceae	Leptogium		burgessii		species	Liquen
53316.0	53316.0	53316.0	53315.0	Lagenodelphis hosei	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenodelphis		hosei		species	Delfín de Fraser, <I>Fraser´s dolphin</I>
52047.0	52047.0	52047.0	52046.0	Glyphorhynchus spirurus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Glyphorhynchus		spirurus		species	Trepadorcito pico de cuña
53222.0	53222.0	53222.0	53211.0	Bolitoglossa sooyorum	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		sooyorum		species	Salamandra
53108.0	53108.0	53108.0	53107.0	Leptodactylus insularum	Animalia	Chordata	Amphibia	Anura	Leptodactylidae	Leptodactylus		insularum		species	Rana, sapo
53368.0	53368.0	53368.0	53367.0	Spizaetus ornatus	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Spizaetus		ornatus		species	Aguilucho, aguilillo penachudo
16708.0	16708.0	16708.0	5641.0	Argyripa anomala	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Argyripa		anomala		species	Escarabajo de las frutas.
28439.0	28439.0	28439.0	8949.0	Zanthoxylum mollissimum	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Rutaceae	Zanthoxylum		mollissimum		species	
32131.0	32131.0	32131.0	6928.0	Stenanona panamensis	Plantae	Magnoliophyta	Magnoliopsida	Magnoliales	Annonaceae	Stenanona		panamensis		species	
51836.0	51836.0	51836.0	51835.0	Tyrannus savana	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus		savana		species	Tijerilla, tijereta sabanera
21335.0	21335.0	21335.0	7308.0	Guzmania subcorymbosa	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Guzmania		subcorymbosa		species	Piñuela, epífita, parásita.
51487.0	51487.0	51487.0	51486.0	Natalus mexicanus	Animalia	Chordata	Mammalia	Chiroptera	Natalidae	Natalus		mexicanus		species	Murciélago
52060.0	52060.0	52060.0	52059.0	Heliothryx barroti	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Heliothryx		barroti		species	Colibrí, gorrión, colibrí picopunzón
22280.0	22280.0	22280.0	7531.0	Fuirena umbellata	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Fuirena		umbellata		species	
27850.0	27850.0	27850.0	8797.0	Gymnopteris subcordata	Plantae	Pteridophyta	Pteropsida	Filicales	Pteridaceae	Gymnopteris		subcordata		species	
52922.0	52922.0	52922.0	52921.0	Tretanorhinus nigroluteus	Animalia	Chordata	Reptilia	Squamata	Dipsadidae	Tretanorhinus		nigroluteus		species	Culebra de manglar quillada</BR> Inglés: Keeled mangrove snake
59878.0	59878.0	59878.0	59410.0	Graphis miniata	Fungi	Ascomycota	Discomycetes	Ostropales	Graphidaceae	Graphis		miniata		species	Liquen.
