id	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	vernacularName
32633.0	32633.0	32633.0	10098.0	Euptychia insolata	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Euptychia		insolata		species	
25447.0	25447.0	25447.0	9208.0	Ficus trachelosyce	Plantae	Magnoliophyta	Magnoliopsida	Urticales	Moraceae	Ficus		trachelosyce		species	Higuerón.
21755.0	21755.0	21755.0	7414.0	Licania affinis	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Chrysobalanaceae	Licania		affinis		species	Cuero de sapo.
53407.0	53407.0	53407.0	53406.0	Caracara cheriway	Animalia	Chordata	Aves	Falconiformes	Falconidae	Caracara		cheriway		species	Cargahuesos, quebrantahuesos, querque, caracara cargahuesos
12898.0	12898.0	12898.0	3435.0	Morpho cypris	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Morpho		cypris		species	
20866.0	20866.0	20866.0	7171.0	Pseudelephantopus spicatus	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Pseudelephantopus		spicatus		species	Escoba, escobilla, escoba de Castilla, lechuguilla, oreja de burro
52453.0	52453.0	52453.0	52452.0	Mionectes oleagineus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Mionectes		oleagineus		species	Mosquerito aceitunado
52080.0	52080.0	52080.0	52078.0	Puffinus pacificus	Animalia	Chordata	Aves	Procellariformes	Procellariidae	Puffinus		pacificus		species	Pardela colicuña
21746.0	21746.0	21746.0	7413.0	Hirtella americana	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Chrysobalanaceae	Hirtella		americana		species	Garrapatilla.
53206.0	53206.0	53206.0	53205.0	Gymnopis multiplicata	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Gymnopis		multiplicata		species	Dos cabezas, solda con solda, suelda con suelda
37701.0	37701.0	37701.0	21752.0	Hirtella racemosa var. racemosa	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Chrysobalanaceae	Hirtella		racemosa	racemosa	variety	
48821.0	48821.0	48821.0	48820.0	Crassochaeta nigrita	Fungi	Ascomycota	Ascomycetes	Trichosphaeriales	Trichosphaeriaceae	Crassochaeta		nigrita		species	
53659.0	53659.0	53659.0	52783.0	Anomalepis mexicanus	Animalia	Chordata	Reptilia	Squamata	Anomalepidae	Anomalepis		mexicanus		species	Culebra ciega, culebra de hilo mexicana</BR> Inglés: Mexican blind snake, Mexican threadsnake
71486.0	71486.0	71486.0	3432.0	Memphis orthesia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Memphis		orthesia		species	
21177.0	21177.0	21177.0	7277.0	Quararibea gomeziana	Plantae	Magnoliophyta	Magnoliopsida	Malvales	Bombacaceae	Quararibea		gomeziana		species	
22690.0	22690.0	22690.0	7627.0	Alchornea costaricensis	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Alchornea		costaricensis		species	
51678.0	51678.0	51678.0	51374.0	Cryptotis merriami	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Cryptotis		merriami		species	Musaraña
21134.0	21134.0	21134.0	7265.0	Bixa orellana	Plantae	Magnoliophyta	Magnoliopsida	Violales	Bixaceae	Bixa		orellana		species	Achiote, achote.
20066.0	20066.0	20066.0	6987.0	Ilex guianensis	Plantae	Magnoliophyta	Magnoliopsida	Celastrales	Aquifoliaceae	Ilex		guianensis		species	
22277.0	22277.0	22277.0	7530.0	Fimbristylis littoralis	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Fimbristylis		littoralis		species	
23094.0	23094.0	23094.0	7708.0	Inga vera	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Mim.	Inga		vera		species	Guaba.
27277.0	27277.0	27277.0	8637.0	Eragrostis ciliaris	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Eragrostis		ciliaris		species	Orquídeas
53224.0	53224.0	53224.0	53211.0	Bolitoglossa subpalmata	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		subpalmata		species	Salamandra
29942.0	29942.0	29942.0	8966.0	Paullinia talamancensis	Plantae	Magnoliophyta	Magnoliopsida	Sapindales	Sapindaceae	Paullinia		talamancensis		species	
53651.0	53651.0	53651.0	52710.0	Arremon costaricensis	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Arremon		costaricensis		species	Saltón cabecinegro
27792.0	27792.0	27792.0	8785.0	Roupala montana	Plantae	Magnoliophyta	Magnoliopsida	Proteales	Proteaceae	Roupala		montana		species	Danto, danto hediondo.
20605.0	20605.0	20605.0	7071.0	Ayapana amygdalina	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Ayapana		amygdalina		species	
20948.0	20948.0	20948.0	7202.0	Trixis inula	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Trixis		inula		species	
52496.0	52496.0	52496.0	76896.0	Pheugopedius maculipectus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Pheugopedius		maculipectus		species	Soterrey pechimoteado
55574.0	55574.0	55574.0	11102.0	Agra solisi	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Agra		solisi		species	
29307.0	29307.0	29307.0	9152.0	Callicarpa acuminata	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Verbenaceae	Callicarpa		acuminata		species	
37018.0	37018.0	37018.0	5847.0	Chrysops mexicanus	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Chrysops		mexicanus		species	Tabanos
18220.0	18220.0	18220.0	4143.0	Paragonia cruraria	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Paragonia		cruraria		species	Geométridos, polillas, mariposas nocturnas, gusanos medidores.
12891.0	12891.0	12891.0	3432.0	Memphis pithyusa	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Memphis		pithyusa		species	
28827.0	28827.0	28827.0	9053.0	Juanulloa mexicana	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Solanaceae	Juanulloa		mexicana		species	
22200.0	22200.0	22200.0	7525.0	Carex bonplandii	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Carex		bonplandii		species	
53602.0	53602.0	53602.0	52502.0	Henicorhina leucophrys	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Henicorhina		leucophrys		species	Soterrey de selva pechigrís
13157.0	13157.0	13157.0	3538.0	Symmachia accusatrix	Animalia	Arthropoda	Insecta	Lepidoptera	Riodinidae	Symmachia		accusatrix		species	
53894.0	53894.0	53894.0	53893.0	Sphagneticola trilobata	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Sphagneticola		trilobata		species	
51511.0	51511.0	51511.0	51471.0	Lasiurus castaneus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		castaneus		species	Murciélago
25785.0	25785.0	25785.0	8399.0	Bletia purpurea	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Bletia		purpurea		species	
31562.0	31562.0	31562.0	9770.0	Spurilla neapolitana	Animalia	Mollusca	Gastropoda	Nudibranchia	Spurillidae	Spurilla		neapolitana		species	Babosa marina.
21308.0	21308.0	21308.0	7308.0	Guzmania circinnata	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Guzmania		circinnata		species	
20419.0	20419.0	20419.0	7027.0	Elaeis oleifera	Plantae	Magnoliophyta	Liliopsida	Arecales	Arecaceae	Elaeis		oleifera		species	Coquito, corozo, hone (Talamanca), Palmiche (península de Nicoya)
59903.0	59903.0	59903.0	59410.0	Graphis dendrogramma	Fungi	Ascomycota	Discomycetes	Ostropales	Graphidaceae	Graphis		dendrogramma		species	Liquen.
39146.0	39146.0	39146.0	7789.0	Pterocarpus michelianus	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Pap.	Pterocarpus		michelianus		species	Clavelino, sangregado
62885.0	62885.0	62885.0	4901.0	Polycyrtus semialbus	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Polycyrtus		semialbus		species	Avispa
51332.0	51332.0	51332.0	79688.0	Dermanura phaeotis	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Dermanura		phaeotis		species	Murciélago
22743.0	22743.0	22743.0	7641.0	Croton lobatus	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Croton		lobatus		species	Targuá.
48780.0	48780.0	48780.0	48495.0	Werauhia comata	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Werauhia		comata		species	Piñuela, epífita, parásita.
25155.0	25155.0	25155.0	8250.0	Miconia arboricola	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		arboricola		species	
12755.0	12755.0	12755.0	3390.0	Drucina leonata	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Drucina		leonata		species	
30706.0	30706.0	30706.0	8150.0	Elaphoglossum variabile	Plantae	Pteridophyta	Pteropsida	Filicales	Lomariopsidaceae	Elaphoglossum		variabile		species	
20991.0	20991.0	20991.0	7208.0	Westoniella kohkemperi	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Westoniella		kohkemperi		species	
20036.0	20036.0	20036.0	6979.0	Rauvolfia littoralis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia		littoralis		species	
53637.0	53637.0	53637.0	52658.0	Piranga rubra	Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Piranga		rubra		species	Cardenal, cardenal veranero, tangara veranera
23090.0	23090.0	23090.0	7708.0	Inga thibaudiana	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Mim.	Inga		thibaudiana		species	Guaba.
20044.0	20044.0	20044.0	6981.0	Stemmadenia grandiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Stemmadenia		grandiflora		species	Huevos de caballo, cojón de burro.
25797.0	25797.0	25797.0	8405.0	Calanthe calanthoides	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Calanthe		calanthoides		species	Orquídea
52862.0	52862.0	52862.0	52861.0	Podilymbus podiceps	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podilymbus		podiceps		species	gallardo, patillo de agua, pico pinto, zambullidor piquipinto
33384.0	33384.0	33384.0	8238.0	Blakea storkii	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Melastomataceae	Blakea		storkii		species	
13096.0	13096.0	13096.0	3504.0	Calospila cilissa	Animalia	Arthropoda	Insecta	Lepidoptera	Riodinidae	Calospila		cilissa		species	
63623.0	63623.0	63623.0	8414.0	Cleistes costaricensis	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Cleistes		costaricensis		species	
51389.0	51389.0	51389.0	51388.0	Centronycteris centralis	Animalia	Chordata	Mammalia	Chiroptera	Emballonuridae	Centronycteris		centralis		species	Murciélago
28905.0	28905.0	28905.0	9065.0	Solanum nudum	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Solanaceae	Solanum		nudum		species	
60197.0	60197.0	60197.0	59410.0	Graphis rimulosa	Fungi	Ascomycota	Discomycetes	Ostropales	Graphidaceae	Graphis		rimulosa		species	Liquen
30497.0	30497.0	30497.0	9382.0	Clavicorona pyxidata	Fungi	Basidiomycota	Basidiomycetes	Hericiales	Clavicoronaceae	Clavicorona		pyxidata		species	
51643.0	51643.0	51643.0	51641.0	Procyon lotor	Animalia	Chordata	Mammalia	Carnivora	Procyonidae	Procyon		lotor		species	Mapache, mapachín.
25919.0	25919.0	25919.0	8435.0	Elleanthus wercklei	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Elleanthus		wercklei		species	
27643.0	27643.0	27643.0	8745.0	Campyloneurum angustifolium	Plantae	Pteridophyta	Pteropsida	Filicales	Polypodiaceae	Campyloneurum		angustifolium		species	
20058.0	20058.0	20058.0	6984.0	Thevetia ovata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Thevetia		ovata		species	Chirca, chirca venenosa, chirca silvestre.
58231.0	58231.0	58231.0	8913.0	Psychotria buchtienii	Plantae	Magnoliophyta	Magnoliopsida	Rubiales	Rubiaceae	Psychotria		buchtienii		species	
29543.0	29543.0	29543.0	5080.0	Dichotomius favi	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Dichotomius		favi		species	Ruedacaca, caquero, escarabajo, abejón.
27139.0	27139.0	27139.0	8594.0	Anthoxanthum odoratum	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Anthoxanthum		odoratum		species	
21708.0	21708.0	21708.0	7392.0	Euonymus costaricensis	Plantae	Magnoliophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus		costaricensis		species	
48814.0	48814.0	48814.0	48448.0	Camillea mucronata	Fungi	Ascomycota	Pyrenomycetes	Xylariales	Xylariaceae	Camillea		mucronata		species	
51395.0	51395.0	51395.0	51393.0	Noctilio leporinus	Animalia	Chordata	Mammalia	Chiroptera	Noctilionidae	Noctilio		leporinus		species	Murciélago, murciélago pescador.
23067.0	23067.0	23067.0	7708.0	Inga longispica	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Mim.	Inga		longispica		species	Guaba.
21346.0	21346.0	21346.0	7311.0	Pitcairnia guzmanioides	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Pitcairnia		guzmanioides		species	Piñuela, epífita, parásita.
54593.0	54593.0	54593.0	3405.0	Eutresis dilucida	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Eutresis		dilucida		species	
60928.0	60928.0	60928.0	48448.0	Camillea venezuelensis	Fungi	Ascomycota	Pyrenomycetes	Xylariales	Xylariaceae	Camillea		venezuelensis		species	
56425.0	56425.0	56425.0	66531.0	Craugastor phasma	Animalia	Chordata	Amphibia	Anura	Craugastoridae	Craugastor		phasma		species	Sapito, ranita
51753.0	51753.0	51753.0	52587.0	Setophaga petechia	Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga		petechia		species	Cazadora, cazadorcilla, reinita amarilla
21620.0	21620.0	21620.0	7363.0	Capparis cynophallophora	Plantae	Magnoliophyta	Magnoliopsida	Capparidales	Capparaceae	Capparis		cynophallophora		species	
21438.0	21438.0	21438.0	7316.0	Vriesea kupperiana	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Vriesea		kupperiana		species	Parásita, piñuela, bromelia, epífita.
41494.0	41494.0	41494.0	41492.0	Aseroë rubra	Fungi	Basidiomycota	Basidiomycetes	Phallales	Clathraceae	Aseroë		rubra		species	Flor de tierra
21657.0	21657.0	21657.0	7372.0	Viburnum venustum	Plantae	Magnoliophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Viburnum		venustum		species	
52617.0	52617.0	52617.0	52001.0	Icterus pustulatus	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus		pustulatus		species	Bolsero, chorcha, chilchote (Guanacaste, principalmente en la península), bolsero dorsilistado, chilto, chorchín
54395.0	54395.0	54395.0	3508.0	Charis iris	Animalia	Arthropoda	Insecta	Lepidoptera	Riodinidae	Charis		iris		species	
20989.0	20989.0	20989.0	7208.0	Westoniella chirripoensis	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Westoniella		chirripoensis		species	
21599.0	21599.0	21599.0	7353.0	Centropogon talamancensis	Plantae	Magnoliophyta	Magnoliopsida	Campanulales	Campanulaceae	Centropogon		talamancensis		species	
52157.0	52157.0	52157.0	79672.0	Zentrygon chiriquensis	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zentrygon		chiriquensis		species	Paloma-perdiz pechicanela
51385.0	51385.0	51385.0	51384.0	Cormura brevirostris	Animalia	Chordata	Mammalia	Chiroptera	Emballonuridae	Cormura		brevirostris		species	Murciélago
21835.0	21835.0	21835.0	9565.0	Chrysochlamys nicaraguensis	Plantae	Magnoliophyta	Magnoliopsida	Theales	Clusiaceae	Chrysochlamys		nicaraguensis		species	Uvita.
51934.0	51934.0	51934.0	51880.0	Aythya collaris	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya		collaris		species	Porrón collarejo
53634.0	53634.0	53634.0	52628.0	Euphonia affinis	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Euphonia		affinis		species	Agüío, monjita fina, eufonia gargantinegra
59434.0	59434.0	59434.0	59284.0	Heterodermia diademata	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Physciaceae	Heterodermia		diademata		species	Liquen
59719.0	59719.0	59719.0	59221.0	Leptogium phyllocarpum	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Collemataceae	Leptogium		phyllocarpum		species	Liquen.
20450.0	20450.0	20450.0	7040.0	Socratea exorrhiza	Plantae	Magnoliophyta	Liliopsida	Arecales	Arecaceae	Socratea		exorrhiza		species	Chonta, maquenque, palmito amargo.
28398.0	28398.0	28398.0	8928.0	Tocoyena pittieri	Plantae	Magnoliophyta	Magnoliopsida	Rubiales	Rubiaceae	Tocoyena		pittieri		species	
51551.0	51551.0	51551.0	51549.0	Sylvilagus floridanus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus		floridanus		species	Conejo de monte.
59894.0	59894.0	59894.0	59410.0	Graphis illinata	Fungi	Ascomycota	Discomycetes	Ostropales	Graphidaceae	Graphis		illinata		species	Liquen
51433.0	51433.0	51433.0	51432.0	Chrotopterus auritus	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Chrotopterus		auritus		species	Murciélago.
21659.0	21659.0	21659.0	7373.0	Carica papaya	Plantae	Magnoliophyta	Magnoliopsida	Violales	Caricaceae	Carica		papaya		species	Papaya (Costa Rica), fruta bomba (Cuba), mamao (Brasil), papaya calentana (Colombia), mamón (Argentina), olocotón (Nicaragua), lechosa (Venezuela).
50864.0	50864.0	50864.0	9534.0	Chlorociboria aeruginosa	Fungi	Ascomycota	Discomycetes	Leotiales	Leotiaceae	Chlorociboria		aeruginosa		species	
28866.0	28866.0	28866.0	9065.0	Solanum aligerum	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Solanaceae	Solanum		aligerum		species	
52063.0	52063.0	52063.0	51739.0	Amazilia saucerrottei	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Amazilia		saucerrottei		species	Colibrí, gorrión, amazilia culiazul
21163.0	21163.0	21163.0	7270.0	Bombacopsis quinata	Plantae	Magnoliophyta	Magnoliopsida	Malvales	Bombacaceae	Bombacopsis		quinata		species	Pochote.
52561.0	52561.0	52561.0	52587.0	Setophaga magnolia	Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga		magnolia		species	Reinita colifajeada
25495.0	25495.0	25495.0	8319.0	Virola sebifera	Plantae	Magnoliophyta	Magnoliopsida	Magnoliales	Myristicaceae	Virola		sebifera		species	<I>Cotón</I>, <I>fruta dorada</I>, <I>miguelario</I>.
51647.0	51647.0	51647.0	51646.0	Potos flavus	Animalia	Chordata	Mammalia	Carnivora	Procyonidae	Potos		flavus		species	Martilla
52837.0	52837.0	52837.0	52834.0	Dendrophidion percarinatum	Animalia	Chordata	Reptilia	Squamata	Colubridae	Dendrophidion		percarinatum		species	Corredora café, corredora de barras</BR> Inglés: Brown forest racer, barred forest racer
59723.0	59723.0	59723.0	59284.0	Heterodermia flabellata	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Physciaceae	Heterodermia		flabellata		species	Liquen
52362.0	52362.0	52362.0	51731.0	Pachyramphus versicolor	Animalia	Chordata	Aves	Passeriformes	Tityridae	Pachyramphus		versicolor		species	Cabezón ondeado
52435.0	52435.0	52435.0	52434.0	Myiopagis viridicata	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiopagis		viridicata		species	Elainia verdosa
25895.0	25895.0	25895.0	8433.0	Dresslerella hispida	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Dresslerella		hispida		species	
51655.0	51655.0	51655.0	51653.0	Leopardus wiedii	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus		wiedii		species	Caucel, tigrillo.
53053.0	53053.0	53053.0	66526.0	Hypsiboas rosenbergi	Animalia	Chordata	Amphibia	Anura	Hylidae	Hypsiboas		rosenbergi		species	Rana
25424.0	25424.0	25424.0	9208.0	Ficus garcia-barrigae	Plantae	Magnoliophyta	Magnoliopsida	Urticales	Moraceae	Ficus		garcia-barrigae		species	
52006.0	52006.0	52006.0	51820.0	Myiarchus tyrannulus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus		tyrannulus		species	Copetón crestipardo
23076.0	23076.0	23076.0	7708.0	Inga pezizifera	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Mim.	Inga		pezizifera		species	Guaba.
52065.0	52065.0	52065.0	52064.0	Phaeochroa cuvierii	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Phaeochroa		cuvierii		species	Colibrí, gorrión, colibrí pechiescamado
21839.0	21839.0	21839.0	7429.0	Vismia baccifera	Plantae	Magnoliophyta	Magnoliopsida	Theales	Hypericaceae	Vismia		baccifera		species	Achotillo.
53286.0	53286.0	53286.0	53285.0	Nelsonophryne aterrima	Animalia	Chordata	Amphibia	Anura	Microhylidae	Nelsonophryne		aterrima		species	sapo
20992.0	20992.0	20992.0	7208.0	Westoniella triunguifolia	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Westoniella		triunguifolia		species	
52551.0	52551.0	52551.0	52550.0	Protonotaria citrea	Animalia	Chordata	Aves	Passeriformes	Parulidae	Protonotaria		citrea		species	Reinita cabecidorada
52385.0	52385.0	52385.0	52384.0	Manacus aurantiacus	Animalia	Chordata	Aves	Passeriformes	Pipridae	Manacus		aurantiacus		species	Hombrecillo, saltarín cuellinaranja
25791.0	25791.0	25791.0	8401.0	Brachystele guayanensis	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Brachystele		guayanensis		species	
52555.0	52555.0	52555.0	76889.0	Oreothlypis peregrina	Animalia	Chordata	Aves	Passeriformes	Parulidae	Oreothlypis		peregrina		species	Reinita verdilla
52544.0	52544.0	52544.0	52543.0	Hylophilus ochraceiceps	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Hylophilus		ochraceiceps		species	Verdillo leonado
52243.0	52243.0	52243.0	51748.0	Lampornis castaneoventris	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Lampornis		castaneoventris		species	Colibrí, gorrión, colibrí montañés gorgimorado
21976.0	21976.0	21976.0	7463.0	Maripa nicaraguensis	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Convolvulaceae	Maripa		nicaraguensis		species	
19911.0	19911.0	19911.0	6923.0	Guatteria costaricensis	Plantae	Magnoliophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria		costaricensis		species	
41209.0	41209.0	41209.0	12086.0	Amanita (sect. Amanita) xylinivolva	Fungi	Basidiomycota	Basidiomycetes	Agaricales	Amanitaceae	Amanita	Amanita	xylinivolva		species	
52767.0	52767.0	52767.0	52757.0	Norops fungosus	Animalia	Chordata	Reptilia	Squamata	Dactyloidae	Norops		fungosus		species	Lagartija, anolis</BR>Inglés: Anole lizard
12749.0	12749.0	12749.0	3389.0	Doxocopa cyane	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Doxocopa		cyane		species	
52016.0	52016.0	52016.0	51820.0	Myiarchus crinitus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus		crinitus		species	Copetón viajero
53105.0	53105.0	53105.0	66531.0	Craugastor taurus	Animalia	Chordata	Amphibia	Anura	Craugastoridae	Craugastor		taurus		species	Ranita, sapito
23437.0	23437.0	23437.0	7779.0	Ormosia velutina	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae/Pap.	Ormosia		velutina		species	
14873.0	14873.0	14873.0	4869.0	Platyphora spectabilis	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Platyphora		spectabilis		species	
19802.0	19802.0	19802.0	6880.0	Sagittaria lancifolia	Plantae	Magnoliophyta	Liliopsida	Alismatales	Alismataceae	Sagittaria		lancifolia		species	
29055.0	29055.0	29055.0	9098.0	Freziera friedrichsthaliana	Plantae	Magnoliophyta	Magnoliopsida	Theales	Theaceae	Freziera		friedrichsthaliana		species	
25149.0	25149.0	25149.0	8250.0	Miconia aeruginosa	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		aeruginosa		species	Lengua de vaca, Terciopelo.
53398.0	53398.0	53398.0	53397.0	Harpia harpyja	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Harpia		harpyja		species	Aguilucho, aguila harpía
21990.0	21990.0	21990.0	7470.0	Cornus disciflora	Plantae	Magnoliophyta	Magnoliopsida	Cornales	Cornaceae	Cornus		disciflora		species	Lloró.
67571.0	67571.0	67571.0	3432.0	Memphis aulica	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Memphis		aulica		species	
28864.0	28864.0	28864.0	9065.0	Solanum accrescens	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Solanaceae	Solanum		accrescens		species	
51577.0	51577.0	51577.0	51492.0	Thyroptera discifera	Animalia	Chordata	Mammalia	Chiroptera	Thyropteridae	Thyroptera		discifera		species	Murciélago
22187.0	22187.0	22187.0	7521.0	Abildgaardia ovata	Plantae	Magnoliophyta	Liliopsida	Cyperales	Cyperaceae	Abildgaardia		ovata		species	
21377.0	21377.0	21377.0	7315.0	Tillandsia caput-medusae	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Tillandsia		caput-medusae		species	Piñuela, parásita, epífita, bromelia.
28793.0	28793.0	28793.0	9047.0	Cestrum alternifolium	Plantae	Magnoliophyta	Magnoliopsida	Solanales	Solanaceae	Cestrum		alternifolium		species	
22762.0	22762.0	22762.0	7641.0	Croton trinitatis	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Croton		trinitatis		species	Targuá.
53084.0	53084.0	53084.0	73149.0	Pristimantis cerasinus	Animalia	Chordata	Amphibia	Anura	Craugastoridae	Pristimantis		cerasinus		species	ranita, sapito
51586.0	51586.0	51586.0	51585.0	Oryzomys albigularis	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Oryzomys		albigularis		species	Ratón arrocero, rata o ratón de monte
53668.0	53668.0	53668.0	52866.0	Crypturellus cinnamomeus	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus		cinnamomeus		species	congolona, gongolona, perdiz, tinamú canelo
26624.0	26624.0	26624.0	8514.0	Scaphyglottis crurigera	Plantae	Magnoliophyta	Liliopsida	Orchidales	Orchidaceae	Scaphyglottis		crurigera		species	Orquídea, parásita, epífita.
29440.0	29440.0	29440.0	9187.0	Qualea paraensis	Plantae	Magnoliophyta	Magnoliopsida	Polygalales	Vochysiaceae	Qualea		paraensis		species	Areno en la zona norte.</P> Masicarán en la Península de Osa.
48606.0	48606.0	48606.0	48495.0	Werauhia ororiensis	Plantae	Magnoliophyta	Liliopsida	Bromeliales	Bromeliaceae	Werauhia		ororiensis		species	Piñuela, epífita, parásita.
53437.0	53437.0	53437.0	53423.0	Stercorarius parasiticus	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius		parasiticus		species	Págalo parásito
52069.0	52069.0	52069.0	52068.0	Diglossa plumbea	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Diglossa		plumbea		species	Pinchaflor plomizo
